Date,Store,Series,UnitsSold,UnitPrice,SalesAmount
2024/4/14,Miami,KD,11,139.88,1538.68
2024/4/14,Miami,Kyrie,10,133.31,1333.1
2024/4/15,New York,Luka,4,129.9,519.6
2024/4/15,New York,Jordan,20,149.93,2998.6
2024/4/15,New York,LeBron,6,145.94,875.64
2024/4/15,New York,KD,2,130.02,260.04
2024/4/15,New York,Kyrie,12,117.61,1411.32
2024/4/15,Los Angeles,Luka,14,124.48,1742.72
2024/4/15,Los Angeles,Jordan,17,146.99,2498.83
2024/4/15,Los Angeles,LeBron,13,131.19,1705.47
2024/4/15,Los Angeles,KD,11,134.78,1482.58
2024/4/15,Los Angeles,Kyrie,6,124.64,747.84
2024/4/15,Chicago,Luka,11,121.79,1339.69
2024/4/15,Chicago,Jordan,16,157.4,2518.4
2024/4/15,Chicago,LeBron,4,132.95,531.8
2024/4/15,Chicago,KD,2,122.36,244.72
2024/4/15,Chicago,Kyrie,4,117.88,471.52
2024/4/15,Houston,Luka,5,110.87,554.35
2024/4/15,Houston,Jordan,0,155.91,0
2024/4/15,Houston,LeBron,12,133.29,1599.48
2024/4/15,Houston,KD,20,139.85,2797
2024/4/15,Houston,Kyrie,15,119.57,1793.55
2024/4/15,Miami,Luka,20,127.34,2546.8
2024/4/15,Miami,Jordan,7,159.85,1118.95
2024/4/15,Miami,LeBron,0,149.49,0
2024/4/15,Miami,KD,19,129.82,2466.58
2024/4/15,Miami,Kyrie,10,124.32,1243.2
2024/4/16,New York,Luka,7,128.72,901.04
2024/4/16,New York,Jordan,20,141.47,2829.4
2024/4/16,New York,LeBron,1,145.19,145.19
2024/4/16,New York,KD,15,131.61,1974.15
2024/4/16,New York,Kyrie,16,125.37,2005.92
2024/4/16,Los Angeles,Luka,9,129.57,1166.13
2024/4/16,Los Angeles,Jordan,16,142.08,2273.28
2024/4/16,Los Angeles,LeBron,18,131.45,2366.1
2024/4/16,Los Angeles,KD,12,129.28,1551.36
2024/4/16,Los Angeles,Kyrie,2,133.49,266.98
2024/4/16,Chicago,Luka,12,121.15,1453.8
2024/4/16,Chicago,Jordan,4,142.24,568.96
2024/4/16,Chicago,LeBron,6,143.44,860.64
2024/4/16,Chicago,KD,15,132.55,1988.25
2024/4/16,Chicago,Kyrie,18,127.17,2289.06
2024/4/16,Houston,Luka,0,110.6,0
2024/4/16,Houston,Jordan,1,155,155
2024/4/16,Houston,LeBron,18,137.07,2467.26
2024/4/16,Houston,KD,0,134.07,0
2024/4/16,Houston,Kyrie,1,123.63,123.63
2024/4/16,Miami,Luka,20,122.74,2454.8
2024/4/16,Miami,Jordan,19,151.7,2882.3
2024/4/16,Miami,LeBron,8,145.21,1161.68
2024/4/16,Miami,KD,9,122.6,1103.4
2024/4/16,Miami,Kyrie,13,130.27,1693.51
2024/4/17,New York,Luka,13,120.28,1563.64
2024/4/17,New York,Jordan,9,158.57,1427.13
2024/4/17,New York,LeBron,5,140.16,700.8
2024/4/17,New York,KD,3,125.38,376.14
2024/4/17,New York,Kyrie,4,132.99,531.96
2024/4/17,Los Angeles,Luka,5,121.23,606.15
2024/4/17,Los Angeles,Jordan,8,143.13,1145.04
2024/4/17,Los Angeles,LeBron,18,146.73,2641.14
2024/4/17,Los Angeles,KD,14,132.93,1861.02
2024/4/17,Los Angeles,Kyrie,5,117.8,589
2024/4/17,Chicago,Luka,2,113.81,227.62
2024/4/17,Chicago,Jordan,9,157.96,1421.64
2024/4/17,Chicago,LeBron,15,139.81,2097.15
2024/4/17,Chicago,KD,6,128.23,769.38
2024/4/17,Chicago,Kyrie,3,115.99,347.97
2024/4/17,Houston,Luka,6,120.28,721.68
2024/4/17,Houston,Jordan,10,156.14,1561.4
2024/4/17,Houston,LeBron,0,131.63,0
2024/4/17,Houston,KD,13,128.78,1674.14
2024/4/17,Houston,Kyrie,9,129.66,1166.94
2024/4/17,Miami,Luka,3,129.23,387.69
2024/4/17,Miami,Jordan,16,152.93,2446.88
2024/4/17,Miami,LeBron,10,135.51,1355.1
2024/4/17,Miami,KD,13,128.24,1667.12
2024/4/17,Miami,Kyrie,9,116.07,1044.63
2024/4/18,New York,Luka,19,111.78,2123.82
2024/4/18,New York,Jordan,2,153.95,307.9
2024/4/18,New York,LeBron,18,141.95,2555.1
2024/4/18,New York,KD,11,127.97,1407.67
2024/4/18,New York,Kyrie,19,117.83,2238.77
2024/4/18,Los Angeles,Luka,5,117.8,589
2024/4/18,Los Angeles,Jordan,1,158.49,158.49
2024/4/18,Los Angeles,LeBron,11,131.2,1443.2
2024/4/18,Los Angeles,KD,7,130.4,912.8
2024/4/18,Los Angeles,Kyrie,16,120.95,1935.2
2024/4/18,Chicago,Luka,19,117.12,2225.28
2024/4/18,Chicago,Jordan,17,143.71,2443.07
2024/4/18,Chicago,LeBron,18,148.78,2678.04
2024/4/18,Chicago,KD,7,135.46,948.22
2024/4/18,Chicago,Kyrie,20,115.16,2303.2
2024/4/18,Houston,Luka,15,120.38,1805.7
2024/4/18,Houston,Jordan,13,147.69,1919.97
2024/4/18,Houston,LeBron,4,137.29,549.16
2024/4/18,Houston,KD,14,137.94,1931.16
2024/4/18,Houston,Kyrie,1,124.95,124.95
2024/4/18,Miami,Luka,0,119.52,0
2024/4/18,Miami,Jordan,16,155.37,2485.92
2024/4/18,Miami,LeBron,18,138.42,2491.56
2024/4/18,Miami,KD,2,128.26,256.52
2024/4/18,Miami,Kyrie,0,120.43,0
2024/4/19,New York,Luka,19,126.18,2397.42
2024/4/19,New York,Jordan,7,147.48,1032.36
2024/4/19,New York,LeBron,4,144.55,578.2
2024/4/19,New York,KD,7,132.61,928.27
2024/4/19,New York,Kyrie,6,129.05,774.3
2024/4/19,Los Angeles,Luka,6,122.78,736.68
2024/4/19,Los Angeles,Jordan,0,144.72,0
2024/4/19,Los Angeles,LeBron,19,145.49,2764.31
2024/4/19,Los Angeles,KD,18,122.36,2202.48
2024/4/19,Los Angeles,Kyrie,6,122.34,734.04
2024/4/19,Chicago,Luka,16,127.08,2033.28
2024/4/19,Chicago,Jordan,16,155.59,2489.44
2024/4/19,Chicago,LeBron,5,133.69,668.45
2024/4/19,Chicago,KD,18,131.84,2373.12
2024/4/19,Chicago,Kyrie,15,124.32,1864.8
2024/4/19,Houston,Luka,8,120.86,966.88
2024/4/19,Houston,Jordan,17,154.42,2625.14
2024/4/19,Houston,LeBron,10,139.55,1395.5
2024/4/19,Houston,KD,14,130.86,1832.04
2024/4/19,Houston,Kyrie,19,132.07,2509.33
2024/4/19,Miami,Luka,12,123.73,1484.76
2024/4/19,Miami,Jordan,7,143.15,1002.05
2024/4/19,Miami,LeBron,9,133.16,1198.44
2024/4/19,Miami,KD,2,123.66,247.32
2024/4/19,Miami,Kyrie,18,131.48,2366.64
2024/4/20,New York,Luka,8,116.12,928.96
2024/4/20,New York,Jordan,13,150.25,1953.25
2024/4/20,New York,LeBron,13,148.55,1931.15
2024/4/20,New York,KD,3,133.63,400.89
2024/4/20,New York,Kyrie,18,118.35,2130.3
2024/4/20,Los Angeles,Luka,16,112.66,1802.56
2024/4/20,Los Angeles,Jordan,11,153.44,1687.84
2024/4/20,Los Angeles,LeBron,9,139.45,1255.05
2024/4/20,Los Angeles,KD,20,120.46,2409.2
2024/4/20,Los Angeles,Kyrie,20,124.94,2498.8
2024/4/20,Chicago,Luka,7,122.62,858.34
2024/4/20,Chicago,Jordan,17,159.28,2707.76
2024/4/20,Chicago,LeBron,11,144.88,1593.68
2024/4/20,Chicago,KD,1,123.61,123.61
2024/4/20,Chicago,Kyrie,8,134.49,1075.92
2024/4/20,Houston,Luka,10,117.34,1173.4
2024/4/20,Houston,Jordan,5,145.88,729.4
2024/4/20,Houston,LeBron,1,142.13,142.13
2024/4/20,Houston,KD,14,125.19,1752.66
2024/4/20,Houston,Kyrie,9,117.81,1060.29
2024/4/20,Miami,Luka,8,116.04,928.32
2024/4/20,Miami,Jordan,7,140.47,983.29
2024/4/20,Miami,LeBron,6,131.64,789.84
2024/4/20,Miami,KD,17,132.93,2259.81
2024/4/20,Miami,Kyrie,5,130.03,650.15
2024/4/21,New York,Luka,1,119.9,119.9
2024/4/21,New York,Jordan,7,152.02,1064.14
2024/4/21,New York,LeBron,20,140.25,2805
2024/4/21,New York,KD,16,122.21,1955.36
2024/4/21,New York,Kyrie,18,122.43,2203.74
2024/4/21,Los Angeles,Luka,14,116.06,1624.84
2024/4/21,Los Angeles,Jordan,0,153.2,0
2024/4/21,Los Angeles,LeBron,4,135.28,541.12
2024/4/21,Los Angeles,KD,10,125.96,1259.6
2024/4/21,Los Angeles,Kyrie,8,119.91,959.28
2024/4/21,Chicago,Luka,3,116.39,349.17
2024/4/21,Chicago,Jordan,5,148.29,741.45
2024/4/21,Chicago,LeBron,7,145.58,1019.06
2024/4/21,Chicago,KD,4,121.76,487.04
2024/4/21,Chicago,Kyrie,8,126.29,1010.32
2024/4/21,Houston,Luka,20,120.73,2414.6
2024/4/21,Houston,Jordan,20,143.19,2863.8
2024/4/21,Houston,LeBron,6,141.51,849.06
2024/4/21,Houston,KD,15,133.99,2009.85
2024/4/21,Houston,Kyrie,20,118.95,2379
2024/4/21,Miami,Luka,7,119.74,838.18
2024/4/21,Miami,Jordan,6,148.7,892.2
2024/4/21,Miami,LeBron,15,143.02,2145.3
2024/4/21,Miami,KD,7,124.77,873.39
2024/4/21,Miami,Kyrie,11,125.31,1378.41
2024/4/22,New York,Luka,0,127.41,0
2024/4/22,New York,Jordan,17,146.24,2486.08
2024/4/22,New York,LeBron,7,133.02,931.14
2024/4/22,New York,KD,19,138.44,2630.36
2024/4/22,New York,Kyrie,14,128.84,1803.76
2024/4/22,Los Angeles,Luka,15,127.49,1912.35
2024/4/22,Los Angeles,Jordan,16,147.59,2361.44
2024/4/22,Los Angeles,LeBron,12,144.46,1733.52
2024/4/22,Los Angeles,KD,3,137.48,412.44
2024/4/22,Los Angeles,Kyrie,5,123.26,616.3
2024/4/22,Chicago,Luka,4,129.71,518.84
2024/4/22,Chicago,Jordan,4,159.79,639.16
2024/4/22,Chicago,LeBron,3,137.45,412.35
2024/4/22,Chicago,KD,20,138.26,2765.2
2024/4/22,Chicago,Kyrie,7,129.97,909.79
2024/4/22,Houston,Luka,3,110.41,331.23
2024/4/22,Houston,Jordan,6,154.4,926.4
2024/4/22,Houston,LeBron,13,146.74,1907.62
2024/4/22,Houston,KD,13,134.95,1754.35
2024/4/22,Houston,Kyrie,3,116.45,349.35
2024/4/22,Miami,Luka,14,127.91,1790.74
2024/4/22,Miami,Jordan,3,143.61,430.83
2024/4/22,Miami,LeBron,2,141.88,283.76
2024/4/22,Miami,KD,2,125.74,251.48
2024/4/22,Miami,Kyrie,2,121.12,242.24
2024/4/23,New York,Luka,0,119.93,0
2024/4/23,New York,Jordan,19,145.12,2757.28
2024/4/23,New York,LeBron,1,147.71,147.71
2024/4/23,New York,KD,5,121.93,609.65
2024/4/23,New York,Kyrie,4,133.81,535.24
2024/4/23,Los Angeles,Luka,16,129.07,2065.12
2024/4/23,Los Angeles,Jordan,6,148.11,888.66
2024/4/23,Los Angeles,LeBron,12,134.31,1611.72
2024/4/23,Los Angeles,KD,18,123.52,2223.36
2024/4/23,Los Angeles,Kyrie,11,123.64,1360.04
2024/4/23,Chicago,Luka,13,115.78,1505.14
2024/4/23,Chicago,Jordan,14,149.49,2092.86
2024/4/23,Chicago,LeBron,12,136.38,1636.56
2024/4/23,Chicago,KD,8,137.83,1102.64
2024/4/23,Chicago,Kyrie,14,124.04,1736.56
2024/4/23,Houston,Luka,5,120.22,601.1
2024/4/23,Houston,Jordan,11,158.52,1743.72
2024/4/23,Houston,LeBron,19,136.98,2602.62
2024/4/23,Houston,KD,7,121.99,853.93
2024/4/23,Houston,Kyrie,12,126.13,1513.56
2024/4/23,Miami,Luka,2,119.69,239.38
2024/4/23,Miami,Jordan,9,155.34,1398.06
2024/4/23,Miami,LeBron,12,145.15,1741.8
2024/4/23,Miami,KD,5,133.28,666.4
2024/4/23,Miami,Kyrie,0,121.84,0
2024/4/24,New York,Luka,16,119.28,1908.48
2024/4/24,New York,Jordan,11,151.77,1669.47
2024/4/24,New York,LeBron,18,146.99,2645.82
2024/4/24,New York,KD,9,131.19,1180.71
2024/4/24,New York,Kyrie,0,134.04,0
2024/4/24,Los Angeles,Luka,7,128.62,900.34
2024/4/24,Los Angeles,Jordan,19,146.75,2788.25
2024/4/24,Los Angeles,LeBron,11,147.14,1618.54
2024/4/24,Los Angeles,KD,9,133.55,1201.95
2024/4/24,Los Angeles,Kyrie,5,126.9,634.5
2024/4/24,Chicago,Luka,19,111.89,2125.91
2024/4/24,Chicago,Jordan,20,147.85,2957
2024/4/24,Chicago,LeBron,20,145.67,2913.4
2024/4/24,Chicago,KD,5,139.53,697.65
2024/4/24,Chicago,Kyrie,15,124.35,1865.25
2024/4/24,Houston,Luka,1,124.66,124.66
2024/4/24,Houston,Jordan,4,159.07,636.28
2024/4/24,Houston,LeBron,18,148.41,2671.38
2024/4/24,Houston,KD,2,133.02,266.04
2024/4/24,Houston,Kyrie,5,131.37,656.85
2024/4/24,Miami,Luka,13,124.93,1624.09
2024/4/24,Miami,Jordan,18,150.21,2703.78
2024/4/24,Miami,LeBron,18,138.96,2501.28
2024/4/24,Miami,KD,13,130.26,1693.38
2024/4/24,Miami,Kyrie,8,121.32,970.56
2024/4/25,New York,Luka,5,118.53,592.65
2024/4/25,New York,Jordan,10,151.89,1518.9
2024/4/25,New York,LeBron,7,143.79,1006.53
2024/4/25,New York,KD,7,135.25,946.75
2024/4/25,New York,Kyrie,12,121.32,1455.84
2024/4/25,Los Angeles,Luka,7,110.68,774.76
2024/4/25,Los Angeles,Jordan,2,142.25,284.5
2024/4/25,Los Angeles,LeBron,15,133.53,2002.95
2024/4/25,Los Angeles,KD,9,135.99,1223.91
2024/4/25,Los Angeles,Kyrie,9,115.32,1037.88
2024/4/25,Chicago,Luka,9,129.48,1165.32
2024/4/25,Chicago,Jordan,1,145.26,145.26
2024/4/25,Chicago,LeBron,18,132.8,2390.4
2024/4/25,Chicago,KD,1,130.18,130.18
2024/4/25,Chicago,Kyrie,20,125.6,2512
2024/4/25,Houston,Luka,15,126.86,1902.9
2024/4/25,Houston,Jordan,16,142.55,2280.8
2024/4/25,Houston,LeBron,8,144.79,1158.32
2024/4/25,Houston,KD,3,128.84,386.52
2024/4/25,Houston,Kyrie,20,118.71,2374.2
2024/4/25,Miami,Luka,19,116.92,2221.48
2024/4/25,Miami,Jordan,12,143.84,1726.08
2024/4/25,Miami,LeBron,6,145,870
2024/4/25,Miami,KD,19,134.99,2564.81
2024/4/25,Miami,Kyrie,2,121.71,243.42
2024/4/26,New York,Luka,10,120.55,1205.5
2024/4/26,New York,Jordan,20,144.76,2895.2
2024/4/26,New York,LeBron,2,144.96,289.92
2024/4/26,New York,KD,0,120.76,0
2024/4/26,New York,Kyrie,18,133.45,2402.1
2024/4/26,Los Angeles,Luka,1,129.81,129.81
2024/4/26,Los Angeles,Jordan,20,141.31,2826.2
2024/4/26,Los Angeles,LeBron,20,131.86,2637.2
2024/4/26,Los Angeles,KD,10,133.6,1336
2024/4/26,Los Angeles,Kyrie,2,130.94,261.88
2024/4/26,Chicago,Luka,13,129.13,1678.69
2024/4/26,Chicago,Jordan,11,158.68,1745.48
2024/4/26,Chicago,LeBron,13,132.95,1728.35
2024/4/26,Chicago,KD,0,130.85,0
2024/4/26,Chicago,Kyrie,7,122.82,859.74
2024/4/26,Houston,Luka,1,111,111
2024/4/26,Houston,Jordan,4,156.68,626.72
2024/4/26,Houston,LeBron,7,141.22,988.54
2024/4/26,Houston,KD,17,122.32,2079.44
2024/4/26,Houston,Kyrie,3,133.33,399.99
2024/4/26,Miami,Luka,18,114.37,2058.66
2024/4/26,Miami,Jordan,7,149.34,1045.38
2024/4/26,Miami,LeBron,19,147.53,2803.07
2024/4/26,Miami,KD,11,135.63,1491.93
2024/4/26,Miami,Kyrie,10,123.84,1238.4
2024/4/27,New York,Luka,8,129.24,1033.92
2024/4/27,New York,Jordan,8,157.86,1262.88
2024/4/27,New York,LeBron,17,132.14,2246.38
2024/4/27,New York,KD,8,134.96,1079.68
2024/4/27,New York,Kyrie,9,128.75,1158.75
2024/4/27,Los Angeles,Luka,2,113.74,227.48
2024/4/27,Los Angeles,Jordan,0,152.98,0
2024/4/27,Los Angeles,LeBron,20,131.15,2623
2024/4/27,Los Angeles,KD,11,129.85,1428.35
2024/4/27,Los Angeles,Kyrie,10,119.86,1198.6
2024/4/27,Chicago,Luka,13,117.94,1533.22
2024/4/27,Chicago,Jordan,12,145.61,1747.32
2024/4/27,Chicago,LeBron,19,136.67,2596.73
2024/4/27,Chicago,KD,0,133.91,0
2024/4/27,Chicago,Kyrie,14,121.88,1706.32
2024/4/27,Houston,Luka,4,127.02,508.08
2024/4/27,Houston,Jordan,4,152.09,608.36
2024/4/27,Houston,LeBron,3,136.15,408.45
2024/4/27,Houston,KD,15,120.24,1803.6
2024/4/27,Houston,Kyrie,16,131.86,2109.76
2024/4/27,Miami,Luka,9,127.93,1151.37
2024/4/27,Miami,Jordan,13,146.7,1907.1
2024/4/27,Miami,LeBron,16,138.45,2215.2
2024/4/27,Miami,KD,9,137.66,1238.94
2024/4/27,Miami,Kyrie,4,116.54,466.16
2024/4/28,New York,Luka,20,117.91,2358.2
2024/4/28,New York,Jordan,10,140.88,1408.8
2024/4/28,New York,LeBron,0,131.73,0
2024/4/28,New York,KD,13,123.89,1610.57
2024/4/28,New York,Kyrie,4,117.65,470.6
2024/4/28,Los Angeles,Luka,0,114.41,0
2024/4/28,Los Angeles,Jordan,5,149.14,745.7
2024/4/28,Los Angeles,LeBron,18,149.11,2683.98
2024/4/28,Los Angeles,KD,3,120.02,360.06
2024/4/28,Los Angeles,Kyrie,13,132.41,1721.33
2024/4/28,Chicago,Luka,19,111.86,2125.34
2024/4/28,Chicago,Jordan,4,155.51,622.04
2024/4/28,Chicago,LeBron,16,140.61,2249.76
2024/4/28,Chicago,KD,3,136.06,408.18
2024/4/28,Chicago,Kyrie,20,115.47,2309.4
2024/4/28,Houston,Luka,10,126.5,1265
2024/4/28,Houston,Jordan,14,158.39,2217.46
2024/4/28,Houston,LeBron,9,140.05,1260.45
2024/4/28,Houston,KD,6,137.72,826.32
2024/4/28,Houston,Kyrie,10,127.93,1279.3
2024/4/28,Miami,Luka,5,110.68,553.4
2024/4/28,Miami,Jordan,15,145.85,2187.75
2024/4/28,Miami,LeBron,4,139.37,557.48
2024/4/28,Miami,KD,3,123.01,369.03
2024/4/28,Miami,Kyrie,7,124.39,870.73
2024/4/29,New York,Luka,9,112.5,1012.5
2024/4/29,New York,Jordan,13,146.48,1904.24
2024/4/29,New York,LeBron,10,140.27,1402.7
2024/4/29,New York,KD,2,132.39,264.78
2024/4/29,New York,Kyrie,16,129.31,2068.96
2024/4/29,Los Angeles,Luka,7,113.21,792.47
2024/4/29,Los Angeles,Jordan,2,151.02,302.04
2024/4/29,Los Angeles,LeBron,5,134.97,674.85
2024/4/29,Los Angeles,KD,19,130.66,2482.54
2024/4/29,Los Angeles,Kyrie,9,126.62,1139.58
2024/4/29,Chicago,Luka,18,121.99,2195.82
2024/4/29,Chicago,Jordan,5,143.51,717.55
2024/4/29,Chicago,LeBron,18,145.93,2626.74
2024/4/29,Chicago,KD,13,139.08,1808.04
2024/4/29,Chicago,Kyrie,1,132.51,132.51
2024/4/29,Houston,Luka,14,128.49,1798.86
2024/4/29,Houston,Jordan,16,157.89,2526.24
2024/4/29,Houston,LeBron,3,144.71,434.13
2024/4/29,Houston,KD,10,131.95,1319.5
2024/4/29,Houston,Kyrie,7,122.03,854.21
2024/4/29,Miami,Luka,0,115.97,0
2024/4/29,Miami,Jordan,18,147.62,2657.16
2024/4/29,Miami,LeBron,20,146.65,2933
2024/4/29,Miami,KD,10,126.54,1265.4
2024/4/29,Miami,Kyrie,15,124.5,1867.5
2024/4/30,New York,Luka,7,118.98,832.86
2024/4/30,New York,Jordan,17,158.49,2694.33
2024/4/30,New York,LeBron,7,145.34,1017.38
2024/4/30,New York,KD,11,138.12,1519.32
2024/4/30,New York,Kyrie,1,124.09,124.09
2024/4/30,Los Angeles,Luka,7,114.1,798.7
2024/4/30,Los Angeles,Jordan,0,141.46,0
2024/4/30,Los Angeles,LeBron,9,146.91,1322.19
2024/4/30,Los Angeles,KD,18,130.99,2357.82
2024/4/30,Los Angeles,Kyrie,11,127.22,1399.42
2024/4/30,Chicago,Luka,17,112.09,1905.53
2024/4/30,Chicago,Jordan,8,144.66,1157.28
2024/4/30,Chicago,LeBron,5,148.68,743.4
2024/4/30,Chicago,KD,6,139.77,838.62
2024/4/30,Chicago,Kyrie,17,117.24,1993.08
2024/4/30,Houston,Luka,19,120.43,2288.17
2024/4/30,Houston,Jordan,8,148.12,1184.96
2024/4/30,Houston,LeBron,19,143.51,2726.69
2024/4/30,Houston,KD,13,133.42,1734.46
2024/4/30,Houston,Kyrie,5,124.85,624.25
2024/4/30,Miami,Luka,0,127.2,0
2024/4/30,Miami,Jordan,15,141.16,2117.4
2024/4/30,Miami,LeBron,12,147.56,1770.72
2024/4/30,Miami,KD,14,121.97,1707.58
2024/4/30,Miami,Kyrie,5,122.01,610.05
2024/5/1,New York,Luka,14,121.69,1703.66
2024/5/1,New York,Jordan,11,152.17,1673.87
2024/5/1,New York,LeBron,7,141.47,990.29
2024/5/1,New York,KD,4,120.13,480.52
2024/5/1,New York,Kyrie,10,134.25,1342.5
2024/5/1,Los Angeles,Luka,1,124.83,124.83
2024/5/1,Los Angeles,Jordan,0,142.93,0
2024/5/1,Los Angeles,LeBron,20,134.87,2697.4
2024/5/1,Los Angeles,KD,3,128.97,386.91
2024/5/1,Los Angeles,Kyrie,15,119.74,1796.1
2024/5/1,Chicago,Luka,14,117.97,1651.58
2024/5/1,Chicago,Jordan,0,150.95,0
2024/5/1,Chicago,LeBron,19,138.52,2631.88
2024/5/1,Chicago,KD,10,126.81,1268.1
2024/5/1,Chicago,Kyrie,4,116.75,467
2024/5/1,Houston,Luka,13,111.15,1444.95
2024/5/1,Houston,Jordan,12,148.98,1787.76
2024/5/1,Houston,LeBron,9,149.53,1345.77
2024/5/1,Houston,KD,16,137.07,2193.12
2024/5/1,Houston,Kyrie,9,119.83,1078.47
2024/5/1,Miami,Luka,17,119.83,2037.11
2024/5/1,Miami,Jordan,1,158.71,158.71
2024/5/1,Miami,LeBron,17,150,2550
2024/5/1,Miami,KD,12,136.04,1632.48
2024/5/1,Miami,Kyrie,14,129.12,1807.68
2024/5/2,New York,Luka,13,113.46,1474.98
2024/5/2,New York,Jordan,9,157.43,1416.87
2024/5/2,New York,LeBron,9,148.24,1334.16
2024/5/2,New York,KD,18,135.28,2435.04
2024/5/2,New York,Kyrie,19,129,2451
2024/5/2,Los Angeles,Luka,12,121.54,1458.48
2024/5/2,Los Angeles,Jordan,11,146.48,1611.28
2024/5/2,Los Angeles,LeBron,18,131.92,2374.56
2024/5/2,Los Angeles,KD,1,134.7,134.7
2024/5/2,Los Angeles,Kyrie,13,119.93,1559.09
2024/5/2,Chicago,Luka,17,126.53,2151.01
2024/5/2,Chicago,Jordan,18,153.07,2755.26
2024/5/2,Chicago,LeBron,9,143.51,1291.59
2024/5/2,Chicago,KD,0,139.83,0
2024/5/2,Chicago,Kyrie,7,120.51,843.57
2024/5/2,Houston,Luka,6,118.53,711.18
2024/5/2,Houston,Jordan,5,147.29,736.45
2024/5/2,Houston,LeBron,7,133.06,931.42
2024/5/2,Houston,KD,4,129.49,517.96
2024/5/2,Houston,Kyrie,7,119.18,834.26
2024/5/2,Miami,Luka,19,114.3,2171.7
2024/5/2,Miami,Jordan,9,159.46,1435.14
2024/5/2,Miami,LeBron,13,142.73,1855.49
2024/5/2,Miami,KD,6,131.87,791.22
2024/5/2,Miami,Kyrie,14,124.04,1736.56
2024/5/3,New York,Luka,12,120.49,1445.88
2024/5/3,New York,Jordan,19,151.03,2869.57
2024/5/3,New York,LeBron,7,136.19,953.33
2024/5/3,New York,KD,0,131.3,0
2024/5/3,New York,Kyrie,11,127.99,1407.89
2024/5/3,Los Angeles,Luka,1,114.84,114.84
2024/5/3,Los Angeles,Jordan,5,157.66,788.3
2024/5/3,Los Angeles,LeBron,17,140.33,2385.61
2024/5/3,Los Angeles,KD,11,131.33,1444.63
2024/5/3,Los Angeles,Kyrie,2,132.34,264.68
2024/5/3,Chicago,Luka,20,125.51,2510.2
2024/5/3,Chicago,Jordan,14,148.18,2074.52
2024/5/3,Chicago,LeBron,5,139.72,698.6
2024/5/3,Chicago,KD,20,121.77,2435.4
2024/5/3,Chicago,Kyrie,11,115.53,1270.83
2024/5/3,Houston,Luka,1,110.33,110.33
2024/5/3,Houston,Jordan,5,142.28,711.4
2024/5/3,Houston,LeBron,15,148.85,2232.75
2024/5/3,Houston,KD,10,130.38,1303.8
2024/5/3,Houston,Kyrie,2,125.68,251.36
2024/5/3,Miami,Luka,13,129.88,1688.44
2024/5/3,Miami,Jordan,5,155.06,775.3
2024/5/3,Miami,LeBron,19,137.13,2605.47
2024/5/3,Miami,KD,2,126.41,252.82
2024/5/3,Miami,Kyrie,19,115.88,2201.72
2024/5/4,New York,Luka,14,111.78,1564.92
2024/5/4,New York,Jordan,16,154.79,2476.64
2024/5/4,New York,LeBron,19,140.28,2665.32
2024/5/4,New York,KD,3,133.29,399.87
2024/5/4,New York,Kyrie,2,116.05,232.1
2024/5/4,Los Angeles,Luka,18,124.77,2245.86
2024/5/4,Los Angeles,Jordan,15,155.86,2337.9
2024/5/4,Los Angeles,LeBron,18,143.74,2587.32
2024/5/4,Los Angeles,KD,15,120.41,1806.15
2024/5/4,Los Angeles,Kyrie,15,129.03,1935.45
2024/5/4,Chicago,Luka,19,129.59,2462.21
2024/5/4,Chicago,Jordan,3,159.41,478.23
2024/5/4,Chicago,LeBron,10,144.89,1448.9
2024/5/4,Chicago,KD,1,137.7,137.7
2024/5/4,Chicago,Kyrie,4,117.36,469.44
2024/5/4,Houston,Luka,6,122.9,737.4
2024/5/4,Houston,Jordan,6,145.28,871.68
2024/5/4,Houston,LeBron,9,135.18,1216.62
2024/5/4,Houston,KD,8,130.18,1041.44
2024/5/4,Houston,Kyrie,14,133.56,1869.84
2024/5/4,Miami,Luka,7,121.45,850.15
2024/5/4,Miami,Jordan,9,155.19,1396.71
2024/5/4,Miami,LeBron,4,149.55,598.2
2024/5/4,Miami,KD,1,130.75,130.75
2024/5/4,Miami,Kyrie,20,120.21,2404.2
2024/5/5,New York,Luka,5,117.62,588.1
2024/5/5,New York,Jordan,14,152.31,2132.34
2024/5/5,New York,LeBron,1,140.31,140.31
2024/5/5,New York,KD,16,126.87,2029.92
2024/5/5,New York,Kyrie,20,125.88,2517.6
2024/5/5,Los Angeles,Luka,6,129.82,778.92
2024/5/5,Los Angeles,Jordan,7,155.9,1091.3
2024/5/5,Los Angeles,LeBron,11,130.36,1433.96
2024/5/5,Los Angeles,KD,16,131.97,2111.52
2024/5/5,Los Angeles,Kyrie,19,122.67,2330.73
2024/5/5,Chicago,Luka,14,115.65,1619.1
2024/5/5,Chicago,Jordan,18,155.17,2793.06
2024/5/5,Chicago,LeBron,9,133.09,1197.81
2024/5/5,Chicago,KD,1,136.01,136.01
2024/5/5,Chicago,Kyrie,5,123.77,618.85
2024/5/5,Houston,Luka,6,112.12,672.72
2024/5/5,Houston,Jordan,11,140.6,1546.6
2024/5/5,Houston,LeBron,19,149.23,2835.37
2024/5/5,Houston,KD,7,127.42,891.94
2024/5/5,Houston,Kyrie,14,120.76,1690.64
2024/5/5,Miami,Luka,8,129.94,1039.52
2024/5/5,Miami,Jordan,19,145.54,2765.26
